v3_feature,v4_feature,correlation
feature_whopping_eminent_attempter,feature_milliary_hyperpyretic_medea,0.999531572011323
feature_wicker_crescent_slavocrat,feature_sophistic_translucid_abutment,1
feature_widespread_mannish_seaquake,feature_incredible_glimmering_hoydenism,0.996252576090579
feature_wieldable_defiled_aperitive,feature_unforgivable_airtight_reinsurance,0.943039156576795
feature_wiliest_specialistic_azrael,feature_effortful_inenarrable_johnsonianism,1
feature_winsome_irreproachable_milkfish,feature_unreproved_cultish_glioma,0.99747048886114
feature_wispy_reverberating_fyrd,feature_supportive_sublime_phenolic,0.996533632883785
feature_wombed_reverberatory_colourer,feature_guerrilla_arrested_flavine,0.937136963919457
feature_wry_bursal_treadler,feature_augmentable_scriabin_fortnight,0.953063515534497
feature_yankee_nonary_okavango,feature_biosynthetic_wambly_cullender,0.919336700349706
feature_yearning_tippy_taking,feature_pacifist_unmeaning_haslet,0.997938916849818
feature_zarathustrian_albigensian_itch,feature_underdressed_tanagrine_prying,0.983323963603075
feature_zionist_enterable_vagabond,feature_daytime_arching_expropriator,0.990725125824182
feature_zoochemical_brimful_hector,feature_undebauched_cobaltic_guerrilla,0.998032602447554
feature_zymotic_varnished_mulga,feature_wrought_muckier_temporality,0.991849352997009
